SK_ID_CURR,카드한도소진율,AMT_RECEIVABLE_PRINCIPAL,SK_DPD,소액연체_비율
106311,0.1583082891304348,3180557.6550000003,106,0.9245283018867925
106316,0.0,0.0,0,0.0
106317,0.2759060824175824,4389376.8149999995,0,0.0
106322,0.0,0.0,0,0.0
106323,0.0,0.0,0,0.0
106329,0.39059838719512197,2822632.11,39,0.8717948717948718
106331,0.0,0.0,0,0.0
106332,0.0,0.0,0,0.0
106333,0.5791179280000001,3168403.74,0,0.0
106334,0.7575725925925926,2638802.25,0,0.0
106336,0.7345403342696629,11259443.43,19,0.10526315789473684
106339,0.19327249999999999,1606352.22,0,0.0
106341,0.842965553882353,5795755.92,0,0.0
106349,0.3308102666666667,836698.725,0,0.0
106357,0.08734923371647509,944182.575,397,0.9974811083123426
106358,0.6090383174603174,852988.8600000001,0,0.0
106369,0.08021351827956989,794768.31,3,0.0
106374,0.0,0.0,0,0.0
106376,0.53340875,93339.405,0,0.0
106379,0.0,0.0,0,0.0
106381,0.0,0.0,0,0.0
106382,0.0,0.0,0,0.0
106383,0.856313533495293,13778159.94,15,0.0
106384,0.20480424675324674,2726565.03,0,0.0
106386,0.0,0.0,0,0.0
106389,0.0,0.0,0,0.0
106390,0.13712237931034485,843434.37,0,0.0
106394,0.7190794568421053,10301180.445,4,0.0
106395,0.2953398909090909,1413620.505,0,0.0
106396,0.0,0.0,0,0.0
106406,0.0,0.0,0,0.0
106407,0.0,0.0,0,0.0
106409,0.34723142901785714,3896700.0300000003,0,0.0
106414,0.0,0.0,0,0.0
106417,0.78485025,1028358.315,0,0.0
106418,0.740243861351052,5419539.63,0,0.0
106419,0.87490252,7643286.495,0,0.0
106422,0.0,0.0,0,0.0
106428,0.14975156737588652,908836.74,0,0.0
106437,0.13582520265780731,3570591.645,0,0.0
106438,0.0,0.0,0,0.0
106443,0.0,0.0,0,0.0
106444,0.0,0.0,0,0.0
106446,0.1229478596491228,1498061.7449999999,3,0.0
106447,0.3097331329787234,5008575.105,188,0.9946808510638298
106450,0.5585121815476191,8106362.1,0,0.0
106451,0.1408002340425532,844119.36,9,0.0
106456,0.6098921936936936,5869916.73,0,0.0
106458,0.12772525531914894,779189.535,4,0.25
106465,0.0,0.0,0,0.0
106466,0.36281881666666665,3757124.385,0,0.0
106467,0.8498556666666668,874305.495,0,0.0
106470,0.7790441331168831,10312685.64,33,0.0
106471,0.08310895789473685,1012297.1849999999,1,1.0
106473,0.0,0.0,0,0.0
106485,0.003274576923076923,9450.0,0,0.0
106487,0.0,0.0,0,0.0
106488,0.17958256538461537,2011227.3900000001,0,0.0
106490,0.0,0.0,0,0.0
106491,0.8854154049586778,2334704.265,7,1.0
106493,0.22521216139240505,2858636.655,0,0.0
106501,0.0,0.0,0,0.0
106502,0.0,0.0,0,0.0
106505,0.10905640104166665,904318.965,0,0.0
106507,0.34967188399216526,7125970.95,2,0.0
106512,0.6161035181818182,665847.45,0,0.0
106514,0.3455297695652174,3515248.215,0,0.0
106529,0.8486786410256411,5830827.66,0,0.0
106534,0.28478391666666664,456467.22,0,0.0
106536,0.07756651219512195,680459.985,0,0.0
106543,0.0,0.0,0,0.0
106544,0.0,0.0,0,0.0
106547,0.34360904999999997,302536.395,0,0.0
106548,0.0,0.0,0,0.0
106551,0.34232394618055556,8518069.125,3,0.0
106553,0.9914739999999999,442693.03500000003,0,0.0
106554,0.19734769677419356,2670306.3,0,0.0
106555,0.0,0.0,0,0.0
106557,0.0997106245614035,607464.945,2,0.0
106563,0.791888708,8586527.535,0,0.0
106567,0.22754724479166666,1883034.495,2,0.0
106568,0.2099591052631579,3429705.15,33,1.0
106569,0.0,0.0,0,0.0
106571,0.0,0.0,0,0.0
106572,0.2594430454545455,178593.21,0,0.0
106573,0.27643419999999996,2804698.17,3,0.0
106575,0.0,0.0,0,0.0
106581,0.0,0.0,0,0.0
106586,0.459013328,5009170.32,0,0.0
106592,0.40488915625000005,2347954.785,1,0.0
106593,0.6545360458333334,6681172.23,0,0.0
106595,0.6117860804597701,2313198.09,56,0.5535714285714286
106597,0.7620269774774775,9331903.8,0,0.0
106602,0.03610951555023924,261417.10499999998,0,0.0
106604,0.21529778861788615,1328870.385,0,0.0
106605,0.9982794666666667,10239872.445,19,0.05263157894736842
106613,0.39715819444444445,247951.8,0,0.0
106614,0.0,0.0,0,0.0
106615,0.6930968484848484,1996469.145,0,0.0
106616,1.0289162222222221,1415628.6300000001,0,0.0
106617,0.3431008333333333,89406.72,0,0.0
106619,0.0,0.0,0,0.0
106626,0.07101091666666667,29063.25,0,0.0
106633,0.07931407500000001,813281.22,1,1.0
106637,0.01700962105263158,105178.5,0,0.0
106642,0.7130251770833334,9488367.765,5,0.0
106647,0.10562745945945946,171504.04499999998,7,1.0
106649,0.6725720344086021,6752396.34,0,0.0
106650,0.0,0.0,0,0.0
106655,0.0,0.0,0,0.0
106657,0.0,0.0,0,0.0
106660,0.07252036805555555,450782.37,1,1.0
106662,0.0,0.0,0,0.0
106664,0.29382343681318684,4574909.25,13,0.0
106665,0.8340035238095238,448207.425,0,0.0
106667,0.06728203409090909,1281897.9,0,0.0
106668,0.0,0.0,0,0.0
106670,0.16478804173354736,2219190.3,2,0.0
106673,0.4299480921409214,2512434.015,0,0.0
106674,0.13557984642857143,1654713.135,13,0.0
106675,0.45808950085470085,2106670.185,35,1.0
106676,0.0,0.0,0,0.0
106680,0.46518594999999996,819206.865,0,0.0
106681,0.0,0.0,0,0.0
106682,0.0,0.0,0,0.0
106689,0.0,0.0,0,0.0
106703,0.3170649947368421,5154917.355,4,0.25
106704,1.0168726,217941.75,0,0.0
106705,0.12815254166666668,131599.935,0,0.0
106707,0.0,0.0,0,0.0
106717,0.009275566315789473,93392.685,3,0.6666666666666666
106719,0.0,0.0,0,0.0
106723,0.14711332903225807,439032.015,0,0.0
106724,0.0,0.0,0,0.0
106727,0.0,0.0,0,0.0
106732,0.7790745522222221,8565628.815,8,1.0
106734,0.47642384,1026409.005,0,0.0
106736,0.6881965112499999,5596393.365,0,0.0
106737,0.42748787544802863,8709844.455,7,0.0
106744,0.41584160285714283,5274569.43,19,0.0
106753,0.10804368055555556,1324287.045,2,0.0
106761,0.8848691428571429,12270690.9,0,0.0
106765,0.0,0.0,0,0.0
106773,0.8900412142857143,1086928.1099999999,0,0.0
106777,0.7605715040650407,8208267.615,0,0.0
106779,0.6135157922077923,1038265.875,0,0.0
106793,1.0698,45000.0,0,0.0
106798,0.0,0.0,0,0.0
106799,0.17999078754578754,2092740.885,31484,1.0
106801,0.33595865208333336,2131373.115,0,0.0
106805,0.40922619047619047,5889170.79,10,0.1
106813,0.439652164893617,3505954.545,3,0.0
106816,0.000825,0.0,0,0.0
106819,0.0,0.0,0,0.0
106822,0.24912331685402975,1903040.505,7,0.0
106831,0.4777197153846154,2680810.785,0,0.0
106834,0.35165373333333333,3134450.205,0,0.0
106838,0.0,0.0,0,0.0
106841,0.23205064086021504,2327615.685,0,0.0
106846,0.0,0.0,0,0.0
106847,0.0,0.0,0,0.0
106851,0.0,0.0,0,0.0
106854,0.6747880202020202,2866000.5,0,0.0
106867,0.8435770277777777,5252731.515,0,0.0
106872,0.7310842090225564,1220421.465,0,0.0
106873,0.05278115873015873,135518.265,0,0.0
106878,0.0,0.0,0,0.0
106883,0.0,0.0,0,0.0
106887,0.0,0.0,0,0.0
106889,0.4479531916666667,553686.705,0,0.0
106894,0.5469528975903614,3877768.98,2028,0.9970414201183432
106897,0.44566693333333335,2091527.685,0,0.0
106898,0.0,0.0,0,0.0
106899,0.0,0.0,0,0.0
106900,0.0,0.0,0,0.0
106902,0.97800825,1724860.44,0,0.0
106903,0.40441441274864376,5245748.82,2,0.0
106905,0.10268756666666667,270787.86,0,0.0
106910,0.23033983157894736,1859334.84,0,0.0
106913,0.0,0.0,0,0.0
106914,0.03625822222222222,82913.89499999999,0,0.0
106929,0.3247758250773994,3289482.81,0,0.0
106931,0.41742327864583334,6934487.085,0,0.0
106942,0.0,0.0,0,0.0
106946,0.827147875,441753.20999999996,0,0.0
106948,0.0,0.0,0,0.0
106957,0.20519698177083334,3399461.46,4,0.0
106958,0.0,0.0,0,0.0
106964,0.0,0.0,0,0.0
106965,0.14606003755868546,657478.0800000001,0,0.0
106968,0.0,0.0,0,0.0
106981,0.478627364021164,3364449.39,0,0.0
106986,0.6905360987654321,1221062.625,0,0.0
106988,0.09633929651162791,719641.62,0,0.0
106989,0.6256453406593406,3713060.88,0,0.0
106991,0.0,0.0,0,0.0
106992,0.616130303030303,444857.49,0,0.0
106993,0.4159275,255181.635,0,0.0
106994,0.27130638095238097,197411.13,0,0.0
106996,0.0,0.0,0,0.0
107000,0.0,0.0,0,0.0
107008,0.6573278727272728,6791147.64,0,0.0
107011,0.0,0.0,0,0.0
107014,0.0,0.0,0,0.0
107019,0.8950722205882353,2609369.46,0,0.0
107020,0.0,0.0,0,0.0
107031,0.0,0.0,0,0.0
107032,0.35453098161764707,4112256.15,0,0.0
107034,0.44509242708333335,9315383.76,0,0.0
107038,0.0,0.0,0,0.0
107040,0.7520257727272728,4906215.27,0,0.0
107049,0.28109672340425534,4584438.72,1,0.0
107050,0.9562268121212121,3474955.89,0,0.0
107051,0.0,0.0,0,0.0
107054,0.4952904222222222,994464.945,0,0.0
107056,0.0,0.0,0,0.0
107057,0.0,0.0,0,0.0
107058,0.659309261904762,430797.51,0,0.0
107060,0.0,0.0,0,0.0
107065,0.0,0.0,0,0.0
107066,0.21926513066666667,1766017.395,1,0.0
107067,0.37167629166666666,2413887.165,20326,0.9999508019285644
107075,0.0,0.0,0,0.0
107080,0.0,0.0,0,0.0
107081,0.03980896666666667,158879.25,0,0.0
107088,0.5250667285714286,1590164.2349999999,0,0.0
107094,0.0,0.0,0,0.0
107099,0.38055194581280793,3331510.65,0,0.0
107101,0.15271991927083334,2522387.205,0,0.0
107103,0.0,0.0,0,0.0
107105,0.8962384285714285,269265.465,0,0.0
107108,0.035212189473684215,358721.46,0,0.0
107111,0.0,0.0,0,0.0
107112,0.8718467035714286,5421737.34,0,0.0
107115,0.34239173592132505,6181619.265,0,0.0
107122,0.568928649074074,7870122.405,0,0.0
107128,0.9271511470588235,8236616.265,16,0.0
107131,0.3634315369318182,5564821.275,1,0.0
107135,0.0,0.0,0,0.0
107137,0.27818945698924735,2247302.88,1,0.0
107141,0.0,0.0,0,0.0
107151,0.029971817708333334,246971.655,0,0.0
107153,0.9871334479166666,16311417.975,36,0.0
107155,0.9849215064935065,1651250.925,0,0.0
107157,0.5680047016194332,8085511.395,0,0.0
107165,0.0,0.0,0,0.0
107175,0.17337954657097288,1629580.275,0,0.0
107176,0.40595990740740745,4653821.7,7,0.0
107181,0.8143333333333334,155479.5,0,0.0
107183,0.0908186712962963,833298.885,0,0.0
107190,0.582251935828877,9410793.12,16,1.0
107194,0.0,0.0,0,0.0
107200,0.0,0.0,0,0.0
107205,0.6951361964285715,1725205.32,26,1.0
107215,0.020537499999999997,25769.925,0,0.0
107216,0.0,0.0,0,0.0
107217,0.37289738461538463,1986327.27,0,0.0
107224,0.7082209122807017,4353631.65,7,0.0
107230,0.11416144444444444,697237.2,5,0.0
107232,0.7095818390538033,1649317.4100000001,0,0.0
107233,0.06928155056179774,396419.85,0,0.0
107235,0.0,0.0,0,0.0
107239,0.07027814617940199,462197.25,0,0.0
107241,2.4000000000000003e-06,18.45,638,1.0
107242,0.0628949,162563.715,0,0.0
107244,0.5706348489583334,9496470.6,1,0.0
107252,0.0,0.0,0,0.0
107254,0.0,0.0,0,0.0
107255,0.8357183333333333,878039.9550000001,0,0.0
107258,0.3329792093023256,4001898.5549999997,19,1.0
107260,0.0,0.0,0,0.0
107266,0.08872730792682927,1254509.28,0,0.0
107268,0.0,0.0,0,0.0
107269,3.859649122807018e-08,0.0,0,0.0
107274,0.08459040662650602,1193142.465,3,0.0
107277,0.0,0.0,0,0.0
107280,0.9593173768115942,2801939.085,0,0.0
107285,0.0,0.0,0,0.0
107287,0.0,0.0,0,0.0
107291,0.017958982638888888,220132.305,0,0.0
107305,0.7841939097222222,521277.615,0,0.0
107308,0.07724256666666666,61299.36,0,0.0
107312,0.7769269083333333,12110774.535,0,0.0
107313,0.03827279569892473,226846.485,33,1.0
107315,0.0,0.0,0,0.0
107317,0.5557279761904762,6796331.685,0,0.0
107319,0.0,0.0,0,0.0
107320,0.15647724999999998,165896.82,0,0.0
107321,0.0,0.0,0,0.0
107326,0.1418094,279488.745,0,0.0
107327,0.7251448366666667,9440300.925,0,0.0
107328,0.5953402564102563,3015490.815,0,0.0
107337,1.0837649999999999,924897.105,0,0.0
107338,0.07977230208333334,987957.405,0,0.0
107339,0.9509278518518518,1102479.345,0,0.0
107344,0.0,0.0,0,0.0
107347,0.14727352413793102,537671.745,0,0.0
107348,0.8051799666666666,1038422.1599999999,0,0.0
107350,0.0,0.0,0,0.0
107351,0.14505122429906542,1992255.57,0,0.0
107359,0.0,0.0,0,0.0
107360,0.07196349411764706,527400.0,0,0.0
107362,1.0063728620689654,1200233.565,30,1.0
107366,0.8080209500000001,651122.91,0,0.0
107368,0.09444714583333334,572018.04,2,0.0
107371,0.1996831923076923,335117.65499999997,0,0.0
107375,0.6053003076923077,1009411.11,0,0.0
107379,0.22959222849462366,3700009.17,5,0.0
107380,0.0,0.0,0,0.0
107386,0.15732392631578948,946655.6399999999,0,0.0
107388,0.0,0.0,0,0.0
107390,0.3747412661064426,5768170.11,0,0.0
107391,0.010014583333333332,18012.555,0,0.0
107398,0.04042936363636364,409401.405,7,0.0
107400,0.12701954545454544,186507.72,0,0.0
107401,0.43555324210526314,7144541.64,5,0.0
107403,0.0,0.0,0,0.0
107407,0.013054138888888891,82846.66500000001,0,0.0
107408,0.3791110128205128,6437245.859999999,0,0.0
107415,0.9967712571428571,4445834.76,0,0.0
107416,0.0,0.0,0,0.0
107418,0.9256640333333334,9476024.085,27,0.0
107420,1.375e-05,0.0,0,0.0
107421,0.18725431770833334,1543016.385,3,0.0
107443,0.4559972034883721,6817202.01,2,0.0
107445,0.40306847554347824,6401866.365,6,0.0
107446,0.4320422547619048,7901063.235,0,0.0
107448,0.17270232777777778,2740868.415,0,0.0
107462,0.1159371231884058,689715.945,1,1.0
107465,0.9225229423076923,2111482.395,0,0.0
107469,1.0184999615384616,3436012.8,27,0.0
107471,0.056838135,437276.16,0,0.0
107472,0.83573572,7195850.325,0,0.0
107475,0.1438995319148936,1011091.32,0,0.0
107477,0.3714204761904762,977489.1900000001,0,0.0
107480,0.0,0.0,0,0.0
107481,0.0,0.0,0,0.0
107483,0.8348851372549019,1857255.21,8,0.0
107485,0.7321605616246499,452608.11,0,0.0
107495,0.14585893333333333,1371233.25,0,0.0
107496,0.0,0.0,0,0.0
107497,0.0,0.0,0,0.0
107505,0.7354633644578313,10491476.085,7,0.0
107511,0.4413363615384615,5043167.46,0,0.0
107515,0.3365484967243283,2666506.185,0,0.0
107516,0.0,0.0,0,0.0
107519,0.0,0.0,0,0.0
107523,0.2733743708333333,2812910.94,18,1.0
107524,0.0,0.0,0,0.0
107527,0.3480069791666667,2883784.455,1,0.0
107529,0.9795822083333333,2011136.445,0,0.0
107530,0.0,0.0,0,0.0
107541,0.18523912328767123,579566.115,0,0.0
107543,0.9481812954545455,16550973.315,3,0.0
107551,0.03532194444444445,145403.46,0,0.0
107554,0.2687435544973545,2153509.2,53,1.0
107557,0.14987008333333335,231899.49,0,0.0
107561,0.19440007539682538,290298.825,0,0.0
107564,0.0,0.0,0,0.0
107565,0.0,0.0,0,0.0
107569,0.168846376344086,1343767.095,4,0.0
107573,0.6311184942857143,7135783.38,13,0.8461538461538461
107574,0.3418972220496894,6468366.015,0,0.0
107575,0.7444860833333333,807535.665,0,0.0
107576,0.058650962765957444,930394.3049999999,2,0.0
107577,0.2232368078817734,2944760.715,0,0.0
107582,0.2405450257352941,2877922.98,0,0.0
107585,0.49256693999999995,5182774.245,0,0.0
107593,0.18957452727272728,405043.78500000003,0,0.0
107600,0.1993798125,2863131.435,38914,1.0
107604,0.10250411347517731,625487.04,0,0.0
107605,0.15582179448621553,1338282.3599999999,0,0.0
107609,0.0,0.0,0,0.0
107610,0.40239275,72369.855,0,0.0
107613,0.0,0.0,0,0.0
107616,0.3911537500658761,1868362.875,0,0.0
107619,0.26873924074074074,3151582.56,0,0.0
107624,0.0,0.0,0,0.0
107628,0.0,0.0,0,0.0
107629,0.12450589736842105,2026261.08,3,0.0
107630,0.0,0.0,0,0.0
107632,0.006177933823529413,34890.21,0,0.0
107634,0.47626584,6183804.42,0,0.0
107636,0.765842607638889,12754151.19,2,0.0
107645,0.0,0.0,0,0.0
107648,0.2559720208333333,1591665.66,0,0.0
107649,0.16204254054054051,1045211.355,4625,1.0
107657,0.09740279166666667,799747.875,4,0.25
107671,0.5323483047945206,6732577.035,2,0.0
107673,0.07266825308641975,506270.655,0,0.0
107675,0.42934150000000004,2280931.56,0,0.0
107677,0.0,0.0,0,0.0
107687,0.9496148607843138,15995049.345,58,0.5517241379310345
107689,0.23060019345238097,3330321.3,0,0.0
107692,0.52570001171875,3241425.015,0,0.0
107701,0.02302786,103625.37,0,0.0
107706,0.4003623789473684,1610748.4949999999,0,0.0
107711,0.8416145,453485.925,0,0.0
107712,0.9092669216589861,12738218.175,2,0.0
107713,0.11410244444444445,45000.0,0,0.0
107720,0.0,0.0,0,0.0
107722,0.26369896240601504,2994800.085,0,0.0
107732,0.0,0.0,0,0.0
107734,0.0,0.0,0,0.0
107735,0.10305085164835166,793197.855,0,0.0
107737,0.0,0.0,0,0.0
107738,0.0,0.0,0,0.0
107742,0.033920528846153854,90711.315,2,1.0
107745,0.20892506770833333,1740104.55,2,0.0
107746,0.6628841651162791,10754462.025,0,0.0
107748,0.6533969692982456,341644.32,0,0.0
107757,0.0,0.0,0,0.0
107760,0.22842165625,1271969.28,46,1.0
107765,0.2792893857142857,859139.82,0,0.0
107766,0.21941887499999999,1704874.815,34421,0.9999709479678104
107767,0.0,0.0,0,0.0
107769,0.0,0.0,0,0.0
107774,0.01461165625,180815.31,0,0.0
107776,0.94313843,3963742.38,0,0.0
107777,0.05078120481927711,367642.53,0,0.0
107787,0.0,0.0,0,0.0
107792,0.0,0.0,0,0.0
107795,0.631305544117647,9096977.97,49,0.6530612244897959
107800,0.4151571632653061,329161.815,0,0.0
107803,0.947044652173913,1852982.37,13,0.0
107805,0.0,0.0,0,0.0
107808,0.0,0.0,0,0.0
107817,0.70601332,739055.835,0,0.0
107821,0.5474231909774436,7911807.345,0,0.0
107823,0.2582886792982456,3704933.475,0,0.0
107824,0.9585406153846154,2193493.185,0,0.0
107825,0.0,0.0,0,0.0
107828,0.2500204888888889,970687.395,0,0.0
107833,0.6477494929824562,11031241.545,1,0.0
107846,0.22793678421052632,1842478.155,36,0.8611111111111112
107847,0.0,0.0,0,0.0
107848,0.0,0.0,0,0.0
107852,0.4532745111111111,1042483.5,0,0.0
107854,0.3616091090909091,837935.865,0,0.0
107859,0.7595369027777777,1007738.91,0,0.0
107860,0.5308345483630953,4108447.125,0,0.0
107868,0.0,0.0,0,0.0
107876,0.0,0.0,0,0.0
107879,0.0,0.0,0,0.0
107882,0.16742909411764706,597124.17,42053,0.9998811024183768
107883,0.7878405529513889,9124309.98,9,0.0
107885,0.0,0.0,0,0.0
107887,0.0,0.0,0,0.0
107888,0.0,0.0,0,0.0
107893,0.6424959216867471,11740521.6,4,0.0
107894,0.8060413684210527,10572220.125,1,0.0
107896,0.0,0.0,0,0.0
107903,0.1581281287878788,377318.43,0,0.0
107906,0.0,0.0,0,0.0
107912,0.5635972971014492,3366219.015,2,0.0
107914,0.2654438376623377,3450452.13,16,0.0625
107915,0.0,0.0,0,0.0
107917,0.76317758,6514858.8,0,0.0
107919,0.46752865846153846,2248964.415,0,0.0
107923,0.5655103722222222,4358769.93,5,0.0
107926,0.006827253205128205,81000.0,0,0.0
107927,0.0,0.0,0,0.0
107929,0.08508133333333334,405935.1,5,0.0
107935,0.8574239077380953,5723438.535,0,0.0
107936,0.0,0.0,0,0.0
107941,0.0,0.0,0,0.0
107943,0.4429795650623886,3333078.72,0,0.0
107952,0.0,0.0,0,0.0
107954,0.0,0.0,0,0.0
107955,0.022541208333333337,24301.53,0,0.0
107959,0.1702922162162162,813414.78,3,0.0
107960,0.6249051510416667,12330205.11,2,0.0
107966,0.0,0.0,0,0.0
107968,0.7592092,646167.87,0,0.0
107971,0.0,0.0,0,0.0
107975,0.0,0.0,0,0.0
107976,0.0,0.0,0,0.0
107978,0.0,0.0,0,0.0
107984,0.24198600701754386,1479551.4,0,0.0
107986,0.07515742105263158,911562.66,3,0.0
107988,0.87732355,3034615.0949999997,0,0.0
107991,0.43522814214046823,2647526.085,0,0.0
107996,0.81090265625,2266042.23,0,0.0
107997,0.06988311666666668,717784.0650000001,1,0.0
108002,0.0,0.0,0,0.0
108004,1.034956287878788,1203633.945,0,0.0
108018,0.8248981754385964,600938.73,0,0.0
108019,0.0,0.0,0,0.0
108022,0.0,0.0,0,0.0
108025,0.04984309027777778,618548.4,0,0.0
108028,0.4591263947368421,7548622.65,2,0.0
108030,0.49995886111111115,390828.915,0,0.0
108032,0.0,0.0,0,0.0
108044,0.12505429166666668,130540.31999999999,0,0.0
108045,0.41967744565217396,7543238.085,0,0.0
108046,0.09344911688311688,1204257.7349999999,0,0.0
108049,0.0,0.0,0,0.0
108062,0.20580177551020407,873414.135,0,0.0
108071,0.02098301838235294,256832.14500000002,0,0.0
108074,1.05962975,720000.0,0,0.0
108078,0.36154084255319147,3653319.645,0,0.0
108082,0.106004325,188905.5,0,0.0
108092,0.9162776223404254,7097678.46,10,0.0
108095,0.3341652205882353,5006698.92,0,0.0
108098,0.0,0.0,0,0.0
108101,0.0,0.0,0,0.0
108102,0.2447348,1906353.675,0,0.0
108103,0.5034828204081633,3967356.33,0,0.0
108107,0.6420694641025642,1917583.83,0,0.0
108108,0.3803930257006151,1541233.98,8,1.0
108109,0.7120454,153332.55,0,0.0
108112,0.8874309166666667,1403196.165,0,0.0
108115,0.324716071875,4388331.78,9,0.0
108117,0.0,0.0,0,0.0
108123,0.09347027160493827,1293066.945,0,0.0
108125,0.0,0.0,0,0.0
108128,0.020538606382978723,249114.64500000002,0,0.0
108129,0.06665310322580646,443456.91,0,0.0
108134,0.36455589523809523,4972467.78,0,0.0
108136,0.7904213333333333,13069045.26,1,0.0
108137,0.0,0.0,0,0.0
108140,0.0,0.0,0,0.0
108144,0.0,0.0,0,0.0
108145,0.013028645833333333,80948.25,0,0.0
108148,0.0,0.0,0,0.0
108150,0.5455010600000001,1159040.655,0,0.0
108152,0.34763313333333334,396263.34,0,0.0
108156,0.40082152941176474,578356.11,0,0.0
108163,0.785839781964604,12797448.615,0,0.0
108167,0.0,0.0,0,0.0
108169,0.4953772,5717003.085,3,0.0
108170,0.0,0.0,0,0.0
108175,0.0,0.0,0,0.0
108176,0.3688210810810811,2132887.005,0,0.0
108178,0.24192125225225222,2290957.965,1,0.0
108180,0.6566949666666667,850552.965,0,0.0
108183,0.820575845,17049229.785,8,0.0
108185,0.608249725,2816511.705,0,0.0
108193,0.3851136265060241,5535053.235,0,0.0
108197,0.9520299243902439,12611494.44,28,1.0
108199,0.2360112,883796.04,5,0.2
108200,0.9205771851851853,1065978.675,0,0.0
108202,0.46622701951951956,2570962.365,0,0.0
108208,0.38891019886363637,2924386.065,0,0.0
108213,0.8518735583333333,11050364.925,0,0.0
108216,0.33044731,5771460.6,0,0.0
108232,0.17780322159090908,2696278.86,0,0.0
108237,0.0,0.0,0,0.0
108238,0.0016772631578947366,16204.5,0,0.0
108239,0.9358409523809524,3459320.505,0,0.0
108247,0.5998188802083333,4946275.665,1,0.0
108257,0.0,0.0,0,0.0
108262,0.6360634930555555,7896704.355,2,0.0
108263,0.6753331851851851,796521.1950000001,0,0.0
108267,0.7052184836647727,13321598.4,0,0.0
108269,0.0,0.0,0,0.0
108278,0.02899877727272727,272057.31,0,0.0
108279,0.5614197583333334,814301.55,0,0.0
108280,0.0,0.0,0,0.0
108281,0.4328346296296296,2518181.37,0,0.0
108283,0.0,0.0,0,0.0
108289,0.04699159574468085,759758.445,1,0.0
108292,0.2897411875,2411489.745,0,0.0
108296,0.6131563809523809,474475.725,0,0.0
108306,0.17040278787878788,247245.93,0,0.0
108308,0.6840296296296297,792984.375,0,0.0
108324,0.0006873563218390805,0.0,0,0.0
108327,0.0644750390625,1068247.53,0,0.0
108330,0.0,0.0,0,0.0
108331,0.0,0.0,0,0.0
108334,0.0,0.0,0,0.0
108336,0.11999247857142857,1443760.29,0,0.0
108337,0.0,0.0,0,0.0
108342,0.7830850625,550628.1,0,0.0
108345,0.1467049,192015.72,0,0.0
108346,0.0,0.0,0,0.0
108353,0.0,0.0,0,0.0
108355,0.0,0.0,0,0.0
108359,0.0,0.0,0,0.0
108361,0.1203681398809524,1739353.545,32,1.0
108366,0.8955151898734177,9071238.69,9,0.0
108367,0.004649275362318841,28872.0,0,0.0
108370,0.0,0.0,0,0.0
108372,0.0,0.0,0,0.0
108373,0.23194498620689658,2950829.505,0,0.0
108374,0.0,0.0,0,0.0
108378,0.0,0.0,0,0.0
108379,0.7797683902439024,8286703.5600000005,75,0.0
108380,0.062361729166666664,130059.315,0,0.0
108385,0.575519549579832,7339212.405,0,0.0
108386,0.014054172413793104,36681.39,0,0.0
108389,0.9074243454545455,2182234.68,0,0.0
108390,0.039134098245614035,236946.96,0,0.0
108392,0.0,0.0,0,0.0
108393,0.1272613604651163,1412784.72,1,0.0
108394,0.4182837971014493,3845396.43,0,0.0
108407,0.0,0.0,0,0.0
108412,0.7054905499999999,1055606.805,7,1.0
108416,0.42920268055555555,549138.24,0,0.0
108419,0.0,0.0,0,0.0
108420,0.2549098163265306,177524.505,0,0.0
108422,0.2708980808080808,578944.17,0,0.0
108423,0.4866921512195122,4301693.055,9,0.0
108430,0.9654936181818182,2297234.205,0,0.0
108442,0.0,0.0,0,0.0
108443,0.0,0.0,0,0.0
108444,0.0,0.0,0,0.0
108446,0.077482671875,640199.115,5,0.0
108447,0.8566384899999999,3593479.725,0,0.0
108451,0.0,0.0,0,0.0
108454,0.0,0.0,0,0.0
108456,0.07852855438596491,487309.815,0,0.0
108458,0.10340685069444444,1288120.365,0,0.0
108463,0.12550175625,868698.405,0,0.0
108465,0.14381781944444444,185682.375,0,0.0
108466,0.0,0.0,0,0.0
108471,0.0,0.0,0,0.0
108472,0.050513254901960784,53148.735,19,1.0
108476,0.0,0.0,0,0.0
108477,0.03953769791666666,328432.32,3,0.0
108478,0.6727225336363637,3366301.3649999998,15,0.4666666666666667
108488,0.0,0.0,0,0.0
108493,0.23071325925925926,1384046.82,0,0.0
108497,0.49829748809523805,7215937.02,17,0.0
108498,0.00046711666666666665,0.0,0,0.0
108500,0.6365923882352942,9341665.65,0,0.0
108514,1.0632098787878788,2154552.615,0,0.0
108515,0.38127615200000003,8328550.5,0,0.0
108518,0.95154575,10762676.01,0,0.0
108526,0.15245326736111112,1910273.535,1,0.0
108527,0.4186750238095238,872587.8,0,0.0
108529,0.0,0.0,0,0.0
108531,0.0,0.0,0,0.0
108536,0.46557380263157894,7675219.08,0,0.0
108537,0.0,0.0,0,0.0
108541,0.08335885777777778,800411.49,0,0.0
108546,0.07354247619047619,397745.82,33,1.0
108548,0.0,0.0,0,0.0
108549,0.0,0.0,0,0.0
108553,0.7776733666666666,2026167.885,15,0.5333333333333333
108558,0.09828652674897119,495816.57,4,0.0
108561,0.24100997395833335,1990683.855,0,0.0
108563,0.2572809453125,4249282.86,0,0.0
108564,0.27717891875,1929731.04,0,0.0
108565,0.7789804726027397,14142272.31,102,0.10784313725490197
108568,0.2613039569892473,1453173.795,2372,0.9995784148397976
